"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
5.79,0.000,0,23.2,0.000,8.5
6.04,0.000,0,21.9,0.000,7.6
4.12,0.000,0,24.6,0.000,8.2
3.88,0.000,0,25.2,0.000,8.1
8.87,0.000,0,20.5,0.000,7.5
13.59,0.000,0,19.4,0.000,10.5
9.67,0.000,2,16.5,0.000,11.8
9.21,0.000,0,19.6,0.000,7.1
8.63,0.000,0,21.1,0.000,6.1
10.34,0.000,0,20.3,0.000,11.9
11.63,0.000,0,15.9,0.000,3.2
10.04,0.000,0,18.1,0.000,0.2
8.08,0.000,0,19.2,0.000,7.1
3.79,0.000,0,18.3,0.000,6.6
4.46,0.000,0,19.9,0.000,9
4.38,0.000,0,20,0.000,6.3
13.17,0.000,0.8,19.2,0.000,5.5
21.25,0.000,0.1,13.3,0.000,5
20.54,1.000,0,14.2,0.000,5.4
12.33,0.000,1.1,14.1,0.000,3
6.71,0.000,1.2,13.9,0.000,2.6
12.17,0.000,2.7,14.5,0.000,4
6.58,1.000,0,13,0.000,6.8
3.08,0.000,0,14.8,0.000,-2
4.42,0.000,0,15.1,0.000,-3.2
5.66,0.000,0,15.9,0.000,0.6
9.75,0.000,0.9,16.8,0.000,10
1.63,1.000,0,16.8,0.000,5.9
6.96,0.000,0.3,16.1,0.000,10.4
5.25,0.000,0.4,16.4,0.000,9.2
5.04,0.000,4.9,15.4,0.000,11.5
8.96,0.000,2,16.4,0.000,6.3
5.41,0.000,2.8,14.5,0.000,-1.8
11.54,0.000,2.5,18.5,0.000,-1.4
19.21,0.000,1.1,15.5,0.000,7.5
7.71,0.000,0.1,14.9,0.000,5.1
3.04,0.000,0,16.9,0.000,0.5
1.63,0.000,0,15.5,0.000,-2.5
8.33,0.000,0.1,12.3,0.000,4.5
14.83,1.000,0,12.3,0.000,4.5
13.5,0.000,4.8,13.4,0.000,5.5
1.54,0.000,0.2,14.2,0.000,-2.7
2.42,0.000,1.2,12.4,0.000,-3.1
6.96,0.000,1.6,13,0.000,-3
9.17,0.000,1,13.9,0.000,-1.6
1.92,0.000,1.1,11.1,0.000,-7
0.92,0.000,0.4,11.5,0.000,-1.5
2.58,0.000,0.6,11.4,0.000,-2.3
6.71,0.000,4.6,10.2,0.000,4
4.46,0.000,0.5,10.2,0.000,5.1
4.21,0.000,1.3,11.2,0.000,3.5
10,0.000,2.2,10.5,0.000,2.2
11.79,0.000,0.1,8.9,0.000,-1.2
7.54,0.000,0.1,10.5,0.000,-8
5.96,0.000,1,11.8,0.000,-4.7
9.62,1.000,0,10.5,0.000,0.5
5.17,1.000,0,12.5,0.000,-1
8.08,1.000,0,11.3,0.000,-4.6
5.33,0.000,0.1,11.4,0.000,-6.6
5.75,1.000,0,8.9,0.000,-4
8.38,0.000,0.1,9.5,0.333,-9.1
4.96,0.000,0.2,9.9,0.333,-8.4
8.83,0.000,0.1,2.6,0.333,-6
6.58,0.000,0.3,9.8,0.333,-7
8.29,0.000,4.5,12.3,0.000,-2.5
8.63,1.000,0,10,0.000,-0.8
7.5,0.000,0.1,11.8,0.000,6
2.17,0.000,0,10.3,0.000,6.8
3.71,0.000,0,8.8,0.000,4.4
8.46,0.000,0,9,0.000,3.5
7.83,0.000,0.5,8.2,0.000,-0.1
8.54,1.000,0,8.4,0.000,-3.7
11.21,1.000,0,9.5,0.000,0.5
13.04,0.000,5,11.5,0.000,4.5
16.75,1.000,0,12.8,0.000,5.3
15.5,0.000,5,11,0.000,-4.5
21.84,0.000,5,8.5,0.000,3.6
13.21,0.000,0,6.2,0.000,-3
8.29,1.000,0,4.2,0.333,-7.7
10.88,0.000,2,4.7,0.000,-4.5
10,0.000,0.2,2.9,0.333,-5.5
5.75,1.000,0,2.2,0.333,-6.1
11,0.000,0,1.5,0.000,-3.1
11.83,0.000,4.4,8.2,0.333,-8.9
16.75,0.000,4.8,6,0.333,-1
15.46,0.000,1.9,9,0.000,-0.1
10.75,1.000,0,7,0.000,-2.1
7.25,0.000,0.4,4.2,0.333,-7.9
9,1.000,0,2.2,0.333,-10.3
2.71,0.000,0,4.7,0.333,-6
1.21,0.000,3.9,7.5,0.333,-7.5
5.33,0.000,0.5,7.7,0.000,-2.4
5.66,0.000,5.1,8,0.000,2.9
6.63,0.000,1.3,5.2,0.000,0.9
5.63,0.000,0,6,0.000,-4
9.92,1.000,0,6.3,0.000,-2
6.21,0.000,0.1,4.8,0.000,0
6.5,0.000,0.7,4.4,0.000,-1.2
9.71,0.000,4.4,9.1,0.333,-7
6.63,0.000,0.9,9.1,0.000,4.3
8.25,0.000,0.7,7.3,0.000,-1
5.96,0.000,0.1,6.7,0.000,-1.3
6.5,1.000,0,3.1,0.000,-5
11.67,0.000,1.8,4.4,0.000,-3.5
7.58,0.000,0.1,4.1,0.333,-7.6
12.33,0.000,0.6,6,0.333,-8.2
9.67,0.000,0.1,5.8,0.000,-1.4
7.92,0.000,4.2,5.2,0.333,-6.5
10.75,0.000,0.1,5.1,0.333,-3.5
9.46,1.000,0,2,0.333,-7.4
7.87,0.000,4.5,8,0.333,-11.1
15.41,0.000,2.1,11.2,0.333,2
11.5,0.000,0.1,11.2,0.000,4.2
8.04,1.000,0,6.4,0.333,-8.3
11.38,0.000,0.4,6.6,0.000,-2
12.71,0.000,1.2,6,0.000,0.2
10.75,0.000,1.8,4.1,0.333,-6
7.62,1.000,0,1.9,0.333,-8.5
4.96,0.000,0.4,2,0.333,-7.6
22.08,1.000,0,3.1,0.000,-2
11.75,1.000,0,3.1,0.000,-2.5
7.17,0.000,0.2,3.8,0.333,-8
9.21,0.000,1.7,5.1,0.333,-11.5
14.83,0.000,1.1,6.5,0.000,-0.7
7.17,0.000,0.2,8.5,0.333,-8.1
14.79,1.000,0,10,0.000,3.1
4.63,0.000,0.8,9,0.000,-4.5
2.04,0.000,0.1,10.9,0.000,-3
10.34,0.000,3,10.4,0.000,-4
10.88,0.000,5.2,10.6,0.000,-2.6
4.96,0.000,0.7,9.1,0.000,-0.5
12.17,0.000,2.4,7.3,0.000,-6.5
8.58,0.000,0.6,4.9,0.000,0.9
2.54,1.000,0,4.4,0.333,-9.5
12.79,0.000,4,5.8,0.333,-11.5
4.75,0.000,0,2.6,0.000,-2.2
6.17,0.000,0.2,8.5,0.333,-10
18.29,0.000,0.4,8.5,0.000,0.9
10.5,0.000,2.2,9.8,0.000,-2.5
10.08,0.000,3.2,9.5,0.000,-1.5
7.58,0.000,4.9,11,0.000,-2
16.66,0.000,5,8.8,0.000,2.2
7.96,0.000,0.8,9.1,0.000,-0.1
9.13,0.000,0.7,9.9,0.000,1.5
5.25,0.000,0.5,7.5,0.000,0.5
5.46,0.000,3.8,10,0.000,-5.3
8.21,0.000,1.9,6.2,0.000,1.7
11.5,0.000,5.6,6.7,0.333,-6.6
5.91,0.000,1.5,9.1,0.333,-8.8
15.09,1.000,0,7.3,0.000,0.1
9.08,0.000,3.4,7,0.000,-1.1
3.83,0.000,5.2,8.9,0.000,-2.7
17.71,0.000,3.9,5,0.000,0
10.46,1.000,0,5.5,0.000,0.8
8.71,1.000,0,6.2,0.000,-0.2
17.92,0.000,0,5.5,0.000,-1
5,0.000,0.1,14,0.000,1.4
13.25,0.000,1.9,17,0.000,-2.5
16.71,0.000,0.2,11.3,0.000,2
18.66,0.000,0,11,0.000,0.5
11.04,0.000,0,13.1,0.000,1.9
9.42,0.000,0,12.1,0.000,-3.9
14,0.000,0.4,12.8,0.000,-0.6
17.67,0.000,0.2,12.1,0.000,-0.5
16.88,0.000,3.6,12.7,0.000,5.1
20.21,0.000,3.9,11.8,0.000,-2.4
14.29,1.000,0,9.1,0.000,2.6
9.67,0.000,2,11.1,0.000,-4
13.33,0.000,1.5,9.8,0.000,1
16.33,0.000,0.4,10.1,0.000,-0.5
19.79,0.000,3.8,12.1,0.000,1.3
15.34,0.000,1.8,13.2,0.000,-3
18.34,0.000,1.4,11.8,0.000,1.3
15.41,0.000,3.6,12.2,0.000,1
11.08,0.000,3,9.9,0.000,0.5
17.41,0.000,0.2,8.5,0.000,0.5
18.21,0.000,0.6,6.6,0.000,0.2
13.5,0.000,0.9,7.5,0.000,1
12.08,1.000,0,9.5,0.000,1.1
9.71,0.000,0.7,10,0.000,-4.2
12.54,0.000,1.2,8.9,0.000,3
19.33,1.000,0,5.3,0.000,1.1
10.13,1.000,0,7,0.000,-8
7.79,0.000,0,7.6,0.333,-11
14.12,0.000,2.5,11.3,0.000,0
19.46,0.000,4.6,15.2,0.000,2
25.62,0.000,1.2,9.4,0.000,1.2
12.33,0.000,2.1,9.4,0.000,-5
14.92,0.000,2.3,8.3,0.333,-7.2
9.38,1.000,0,9.8,0.000,-6.8
11.17,0.000,0.2,10.4,0.000,-2
15.67,1.000,0,9,0.000,-1
13.17,0.000,1.1,7.3,0.000,-4.5
8.63,0.000,3.2,6.4,0.333,-7.2
6.13,0.000,1.2,10.3,0.000,-3.5
13.83,0.000,1.9,11.1,0.000,2.2
13.04,0.000,1.6,11.4,0.000,-0.3
21.62,0.000,1.5,14.6,0.000,5.5
18.54,0.000,0.2,11,0.000,1.5
14.12,1.000,0,12,0.000,-1.5
8,0.000,0,10.5,0.333,-7.2
8.42,0.000,0,11.8,0.000,-4.3
8.58,0.000,0.3,8.8,0.000,0.5
8.21,0.000,5.2,9.8,0.000,1.3
7.75,0.000,2.2,13.3,0.000,1.4
14.29,0.000,1.1,15.9,0.000,6.9
18.46,0.000,2,16.2,0.000,7.7
26.42,1.000,0,14,0.000,6.7
20.25,0.000,1.5,10.4,0.000,0.7
13.21,0.000,0.6,14.1,0.000,-0.6
14.5,0.000,1.4,14.9,0.000,3
14.37,0.000,1.9,11.5,0.000,1
14.09,0.000,3.9,10.3,0.000,-2.9
13.79,0.000,1.8,12.7,0.000,0
10.58,0.000,2.3,11.5,0.000,-4.6
6.75,0.000,2.5,10.7,0.000,-3
7.41,1.000,0,9.5,0.000,-5.5
11.04,1.000,0,9.5,0.000,-3.8
8.96,1.000,0,13.4,0.000,-5.5
7.96,1.000,0,13,0.000,-3
9.87,0.000,0.6,11.8,0.000,1
17.08,0.000,0.7,13.4,0.000,-1.5
8.87,0.000,1.8,13.3,0.000,3.8
6.58,0.000,0.1,13.8,0.000,4.7
7.67,0.000,0,15.9,0.000,-0.7
15.71,0.000,0.8,15.4,0.000,6.5
7.96,1.000,0,11.1,0.000,-3.5
6.67,0.000,0,11.9,0.000,-7.2
8.71,0.000,0,12.5,0.000,-3
9.62,0.000,0,11.3,0.000,-2
5.09,0.000,0,12.2,0.000,-4.5
4.71,0.000,0,12.9,0.000,-2.7
4.5,0.000,0,15.2,0.000,0
10.83,0.000,0,16.2,0.000,0.8
11.96,0.000,0,18.1,0.000,-0.1
8.08,0.000,0,17.9,0.000,-1.7
9.04,0.000,0,18.3,0.000,-0.6
11.58,0.000,0,14.5,0.000,3.1
11.5,0.000,0,16,0.000,-0.7
10.54,0.000,0,17,0.000,2.1
9.04,0.000,0,18.9,0.000,1.5
7.29,0.000,0,18.2,0.000,1.3
10.17,0.000,0,17.5,0.000,1.3
12.5,0.000,0,13.2,0.000,1.4
7.58,0.000,0,16.2,0.000,-5.5
5.29,0.000,0,19.3,0.000,-5
8.5,0.000,0,23.3,0.000,-4.1
12.83,0.000,2,19.3,0.000,0
13.04,0.000,2.8,15.7,0.000,5.2
11.67,0.000,2,12.5,0.000,-2.5
6.71,0.000,4.6,15,0.000,-3.9
7.58,1.000,0,14.3,0.000,-5
16,0.000,6,12.7,0.000,1.5
7.67,0.000,3.3,12.5,0.000,1.5
6.21,0.000,0,16.5,0.000,-3
11.08,0.000,0.4,18.1,0.000,-4.5
11,1.000,0,18,0.000,0.4
10,0.000,0,15.5,0.000,1
9.42,0.000,0,12.7,0.000,0.3
4,0.000,0,16.2,0.000,-1.7
4,0.000,0,16.5,0.000,-1.5
2.96,0.000,0,18.3,0.000,-4.6
2.79,0.000,0,20,0.000,-5.5
5,0.000,0,23.3,0.000,-3.8
6.04,0.000,4.6,19.4,0.000,1.4
8.79,0.000,0.2,16.3,0.000,3.5
12.25,0.000,4.4,18,0.000,6.2
7.5,0.000,1,18.1,0.000,0
14.96,0.000,5.1,15.9,0.000,5
12.29,0.000,0.1,21.6,0.000,6
13.08,0.000,0,18.7,0.000,0
7.33,0.000,0,23.1,0.000,0
4.21,0.000,0,22.6,0.000,0
8.42,0.000,0,18.7,0.000,10.8
8.87,0.000,0,20.4,0.000,12
6.79,0.000,0,20.2,0.000,4.5
6.79,0.000,0,17.3,0.000,9.5
6.17,0.000,0,17.5,0.000,12.3
7.17,0.000,0.6,15.4,0.000,12.4
9.08,0.000,3.4,20.2,0.000,8.1
14.17,0.000,5.3,20.9,0.000,11.1
18.16,0.000,0.2,15.7,0.000,8.8
17.5,0.000,0.9,19.7,0.000,9
15.29,0.000,0,18.2,0.000,9.2
7.83,0.000,5.1,17.9,0.000,5.9
13.21,1.000,0,23.5,0.000,13.1
15.5,0.000,1.5,19.7,0.000,15.8
17.21,0.000,3.5,18.4,0.000,9.5
15.41,0.000,0.3,17.6,0.000,8.7
11.58,1.000,0,16.4,0.000,8.1
9.21,1.000,0,17.8,0.000,8.1
7.38,1.000,0,18.6,0.000,2.9
7.41,1.000,0,20.5,0.000,11.2
7.21,1.000,0,21.1,0.000,3.5
4.96,0.000,0,22.7,0.000,8.9
8.87,0.000,0.2,21.9,0.000,10.2
9.62,0.000,1,19.3,0.000,4.8
14.88,0.000,5.5,19.6,0.000,12.6
9,0.000,0.1,18,0.000,7.1
6.34,0.000,0,18,0.000,1.2
7.04,0.000,0,17.3,0.000,7.3
4.46,0.000,0,18.7,0.000,1.8
3.71,0.000,0,19.9,0.000,2.2
5.83,0.000,0,22.3,0.000,4
6.5,0.000,0,21.1,0.000,2
7.21,0.000,0,20.5,0.000,4.8
6.54,0.000,0.4,19.8,0.000,3.6
7.87,0.000,1,21,0.000,12.1
7.67,0.000,0,20.3,0.000,11.5
15.37,0.000,0,18.4,0.000,8.5
19.17,0.000,0,19.4,0.000,10.5
9.17,0.000,0.7,17.8,0.000,6.7
7.12,1.000,0,17.6,0.000,2.4
7.46,0.000,1,15.7,0.000,9
7.96,1.000,0,17.2,0.000,8.9
9.21,0.000,0,18.5,0.000,10.9
9.67,0.000,1.7,19.9,0.000,8.5
10.67,0.000,3.3,18.2,0.000,6.8
10.54,1.000,0,15,0.000,9
9.08,0.000,0.1,17.3,0.000,-1.6
7.46,0.000,1,15.8,0.000,4.2
7.46,0.000,0,18.2,0.000,2.1
15.09,0.000,1.6,19.2,0.000,11.1
14.37,0.000,0.6,17.6,0.000,6.6
12.12,0.000,1.4,17.3,0.000,1
16.04,0.000,0.6,17.9,0.000,8
11.63,0.000,1,16.2,0.000,4.8
14.46,0.000,0.3,20,0.000,9.5
8.17,1.000,0,16.4,0.000,-1
10.58,0.000,1.4,15.7,0.000,-1.4
11.75,0.000,0.9,16.5,0.000,-1.8
20.46,0.000,0.5,20.7,0.000,9.1
14.04,0.000,0.4,22.8,0.000,11.4
7.92,0.000,0,17.4,0.000,0.5
4.58,0.000,0,18.6,0.000,-1.4
8.58,0.000,0.1,18.2,0.000,2.7
2.42,1.000,0,15.2,0.000,10
13.46,0.000,0,14,0.000,8.5
10.58,0.000,0,13.1,0.000,4.7
8.38,1.000,0,14.3,0.000,7
8.5,0.000,0,14.5,0.000,-2.5
7.5,0.000,0,12.4,0.000,3.2
5.13,0.000,0.4,12.5,0.000,5.9
5,0.000,0.1,13.1,0.000,6.6
15.21,0.000,0.6,14.7,0.000,7.8
11.08,0.000,1.8,18.4,0.000,9.3
8.67,0.000,3.7,19.5,0.000,7
9.83,0.000,0.1,18.2,0.000,10
21.09,0.000,2.7,16.5,0.000,10.2
20.3,0.000,4.7,17.2,0.000,7
18.5,0.000,0.3,13.5,0.000,0.9
10.79,0.000,0.2,13.8,0.000,0.7
11.21,0.000,0.8,13,0.000,5.1
7.75,0.000,6,11.2,0.000,0.5
10.41,0.000,0.1,14.7,0.000,4.9
15.25,0.000,2.4,13.8,0.000,5
9.75,1.000,0,14.9,0.000,-2
16.29,0.000,2,16.5,0.000,3.3
16.71,1.000,0,15.1,0.000,2
10.58,1.000,0,15.6,0.000,-2.4
12.54,1.000,0,15.2,0.000,5.7
18.21,0.000,0,17.7,0.000,9.2
11.29,1.000,0,18.6,0.000,5
13.33,0.000,0,18.1,0.000,5.5
12.17,1.000,0,16.9,0.000,8.5
12.04,0.000,0,18,0.000,8.7
8.92,0.000,0.3,16.9,0.000,4.4
11.83,0.000,0.2,15.5,0.000,8.5
10.58,0.000,4.2,15.7,0.000,3.1
16.5,0.000,1.8,15.3,0.000,0.7
14.88,1.000,0,16.5,0.000,7.3
9.79,0.000,0,16,0.000,-2.9
13,0.000,0.4,15.3,0.000,3.8
13.25,0.000,0,13.7,0.000,3.1
14.92,1.000,0,15.6,0.000,0
14.37,0.000,0.8,15.4,0.000,4.2
11.75,0.000,2.5,11.1,0.000,3.4
11.12,0.000,2,10.9,0.000,2.3
8.46,0.000,0.2,10,0.000,0
18.29,0.000,0.1,10.6,0.000,0
12.62,0.000,1.7,12.6,0.000,-2.1
15.29,0.000,0.2,13.4,0.000,3.9
17.46,0.000,1.7,13.5,0.000,-0.1
19.33,0.000,0.9,13,0.000,4.2
16.88,0.000,1,11.5,0.000,1
12.12,0.000,5.1,15.5,0.000,2.5
19.29,0.000,0.6,5.9,0.000,-1
16.21,0.000,3.2,11.4,0.000,-2.7
18.79,0.000,0.1,6,0.000,2.8
13.54,0.000,1.9,5,0.000,-4.9
13.59,0.000,0.5,5.3,0.000,-6
11.38,1.000,0,6.3,0.333,-7
19.92,0.000,1.2,8.3,0.333,-3.6
14.17,0.000,0.3,5,0.333,-8.3
13.46,1.000,0,7.6,0.000,-5.5
23.83,0.000,2.5,9.5,0.000,-2.4
17.08,1.000,0,4.9,0.000,-3.5
7.54,0.000,0,5.6,0.333,-9
4.04,1.000,0,6,0.333,-10.6
4,0.000,0.2,7,0.333,-9.4
5.71,0.000,0,7,0.333,-8.1
1.87,0.000,0,3,0.333,-12.2
2.13,1.000,0,6.6,0.333,-10.8
8.96,1.000,0,7.8,0.333,-7.9
20.33,0.000,1.9,8.3,0.000,0.8
24.08,0.000,0.2,8.3,0.000,1.8
22.46,0.000,2,8.1,0.000,1.3
20.21,0.000,1.5,9.7,0.000,0.9
9,0.000,0.1,7.2,0.000,1.2
12.33,0.000,0.2,11.6,0.000,-1
12.33,0.000,1.1,11.6,0.000,0.8
13.42,1.000,0,12,0.000,4
13.79,1.000,0,11.9,0.000,3.4
7.58,1.000,0,10.7,0.000,-2
6.54,0.000,0,9.3,0.000,-1.5
2.67,0.000,2.1,8.1,0.000,1.7
2.71,1.000,0,8.7,0.000,2.6
4.79,0.000,0,8.5,0.000,-6
11.67,0.000,0,9.8,0.000,-2
14.17,0.000,5.2,10,0.000,-1
10.71,0.000,4.3,14,0.000,1
21.75,0.000,0.4,9.9,0.000,2.4
10.96,0.000,0.2,8,0.000,0.3
11.96,0.000,1.4,9.9,0.000,0.5
16.08,0.000,0.1,4.7,0.000,-3.1
12.58,0.000,1.2,7.7,0.000,-6.5
15.71,0.000,0.2,9,0.000,-5.5
16.83,0.000,0.3,9.7,0.000,-1
15.59,1.000,0,9.7,0.000,-1
14.71,0.000,1.4,8.3,0.000,0.5
8.38,0.000,1.9,8.9,0.000,-1.2
13.88,1.000,0,9.4,0.000,2.1
11.29,1.000,0,10.8,0.000,2.1
8.08,1.000,0,9.9,0.000,4
8.12,0.000,1.3,8.5,0.333,-11
17.33,0.000,0.8,6,0.000,-2.5
16.62,0.000,4.8,4.4,0.000,-4.5
19.41,1.000,0,4.4,0.000,-5.8
11.58,1.000,0,3.9,0.333,-7.5
9.87,0.000,0.1,7,0.333,-6.9
4.17,0.000,0,6.9,0.000,1
1.58,0.000,1.9,4.4,0.000,-1
7.87,0.000,0.5,3.2,0.000,-2
8.33,0.000,0.2,1.6,0.333,-9.2
10.29,0.000,0.1,6.3,0.000,-4
13.79,0.000,0.2,7.6,0.000,-4.8
11.08,0.000,3.8,9.3,0.000,-7
15.71,0.000,0.1,9.2,0.000,-3
13.5,0.000,0.2,11,0.000,-4
13.92,1.000,0,7.4,0.000,-5
8.33,0.000,0.3,5.8,0.333,-8
16.5,0.000,4.7,5,0.000,-5.5
11.63,0.000,2.5,8.3,0.000,-5
15.87,1.000,0,5.5,0.000,-3
25.54,0.000,0,4.4,0.000,-2
6.08,0.000,2,7.5,0.333,-9.5
8,0.000,2.8,9.9,0.333,-10
20.96,0.000,3.5,10,0.000,-4.7
14.54,0.000,0,7.7,0.000,-3.5
8.75,0.000,5.8,10.3,0.000,0.1
13.46,0.000,0.7,8.4,0.000,-2.9
9.59,0.000,4.8,8.2,0.000,-4.2
5.5,0.000,0.1,7,0.000,-3
9.38,0.000,2,5.9,0.000,-3
15.71,0.000,0.2,3.6,0.000,-4.5
6.79,0.000,0.2,2.8,0.333,-8
5.09,0.000,0.8,2.2,0.333,-4.9
9.42,0.000,3.9,1.5,0.333,-7
9.08,1.000,0,2.6,0.333,-13.5
5.75,1.000,0,4.9,0.333,-11
11.87,0.000,0.2,3.6,0.333,-9
14.46,1.000,0,3.5,0.000,-4
13.33,1.000,0,4.3,0.000,-5
23.42,0.000,0,3.5,0.000,-4.5
16.75,0.000,2.9,4.7,0.333,-4.9
10.08,0.000,1,7.2,0.000,-3.9
15.37,0.000,2.1,10,0.000,-1.2
13,0.000,0.5,10.2,0.000,3.1
14.92,0.000,0.1,13.3,0.000,1
9.87,0.000,0.1,9.1,0.000,0
3.54,0.000,2.7,10,0.000,-2.7
6.29,0.000,0.7,12.4,0.000,-6
12.29,0.000,0.3,10,0.000,2.7
6.38,0.000,0.2,10.6,0.000,-0.2
2.29,1.000,0,9.8,0.000,-6.5
4.67,1.000,0,9.2,0.333,-9
6.08,1.000,0,8.9,0.333,-10.5
8.58,1.000,0,11.4,0.000,-6.5
14.17,0.000,0.8,10.7,0.000,1
10.67,1.000,0,13.9,0.000,4
2.79,0.000,1.4,13,0.000,-4.7
4.63,1.000,0,15.6,0.000,-1.7
3.63,0.000,2,10.6,0.000,-0.7
13.13,0.000,0,11,0.000,-3
11.79,0.000,1,11,0.000,-3
21.87,0.000,3.2,9.6,0.000,1.7
16.08,0.000,0.6,9.7,0.000,-2.5
9.13,0.000,5.1,6.5,0.333,-9
6.5,0.000,0.7,6.9,0.333,-7
7.83,0.000,1.2,11,0.333,-10.3
17,0.000,4.7,12,0.000,-2.3
13.13,0.000,5.5,9.5,0.000,-3.5
14.29,0.000,0.8,10.8,0.000,-5.8
20.12,0.000,0.7,8.6,0.000,-4.5
15.46,0.000,1.6,10.2,0.000,-4.8
17.25,0.000,1.9,8.3,0.000,-2.5
15.92,0.000,1.8,11.1,0.000,-5
20.17,0.000,0.1,12.5,0.000,2.1
18.08,0.000,2,12.2,0.000,0.5
20.08,0.000,0.8,10.3,0.000,-0.4
11.46,0.000,0.8,11.9,0.000,-4
12.54,0.000,0.7,9,0.000,-2.8
2.67,1.000,0,10.2,0.000,-3
4.71,0.000,0.2,10.5,0.000,-2.5
6.71,1.000,0,9.5,0.000,-0.8
9.83,1.000,0,9.2,0.000,-4
9.5,1.000,0,9.4,0.000,-5.5
7.58,1.000,0,9.9,0.000,-5.7
6.5,0.000,0,8.5,0.000,-4.9
2.04,0.000,0,9.2,0.000,-4.7
8.33,0.000,0,11,0.000,-4.6
11.79,0.000,0.4,4.5,0.333,-8.1
9.5,0.000,0.6,8.5,0.333,-7.7
8.58,0.000,2,9,0.000,-2.7
14.25,0.000,0.3,11.3,0.000,-0.9
9.46,1.000,0,10.8,0.333,-8.3
4.08,1.000,0,10.4,0.333,-6.2
5.83,1.000,0,13.8,0.000,1.5
15.16,0.000,4.2,9.9,0.000,-3.5
8.12,0.000,4.1,9.7,0.000,1.3
11.12,0.000,1.7,10,0.000,-2
11.25,0.000,3.5,11.3,0.000,-2.2
7.38,0.000,0.1,12.7,0.000,1.8
9.5,1.000,0,11,0.000,-3
8.42,0.000,0,14,0.000,-4
9.5,1.000,0,14.2,0.000,-4.5
13,0.000,0.2,8.1,0.000,-1
8.54,0.000,0.3,9.4,0.000,0.5
6.5,1.000,0,9.2,0.000,-8
3.33,1.000,0,10.6,0.333,-10.2
7.25,0.000,0.1,11.4,0.000,-0.1
11.17,0.000,0.5,7.7,0.000,3
9.62,0.000,0.7,9.2,0.000,2.3
3.96,0.000,0.3,10.8,0.000,-2.5
5.96,0.000,4.2,13.3,0.000,-5
8.79,0.000,2.1,16.2,0.000,-4.9
5.41,0.000,0.1,12.1,0.000,-1.8
3.67,0.000,0.4,13.2,0.000,1
6.34,0.000,0.1,12.2,0.000,4.2
4.79,0.000,0,15.9,0.000,0.3
5.04,1.000,0,20.1,0.000,-3
10.88,0.000,0.4,18.8,0.000,8
13.79,0.000,0.5,12.5,0.000,-1.7
10.08,0.000,3.6,13.5,0.000,2
4.58,0.000,6,12.5,0.000,2.5
2.37,1.000,0,12.8,0.000,1
3.33,1.000,0,13.2,0.000,-5
3.88,0.000,0,16,0.000,-5.2
3.17,0.000,0,16.5,0.000,5
3.04,0.000,0,13.9,0.000,-4.5
2.29,0.000,0,15,0.000,-2.5
3.04,0.000,0,15.9,0.000,-5
8.5,0.000,0.4,19.8,0.000,1.5
8.29,1.000,0,16.8,0.000,1.5
3.92,0.000,0,16.2,0.000,0.8
0.83,0.000,0.1,18,0.000,9
1.67,0.000,0,19,0.000,9.3
2.13,0.000,0,20.2,0.000,0.3
4.88,0.000,0,21.5,0.000,-0.4
4.88,0.000,0,19.9,0.000,3
6.46,0.000,0,23.6,0.000,6.6
2.79,0.000,0,18.2,0.000,2.3
4.54,0.000,0,19.5,0.000,3.8
5.63,0.000,2.8,20,0.000,4
11.75,1.000,0,18.4,0.000,4.5
9.29,0.000,0.4,18.8,0.000,4.9
7.12,0.000,4.2,14.5,0.000,5
6.34,0.000,0,16,0.000,0.1
9.5,0.000,0,16,0.000,4
8.71,0.000,0,17.8,0.000,5.8
8.04,0.000,0,17.5,0.000,5.6
6.58,0.000,0,16,0.000,9.6
5.04,0.000,0,16.2,0.000,2
4.75,0.000,4,15.7,0.000,7
4.08,0.000,3.8,12.8,0.000,7
16.5,0.000,1.7,17.2,0.000,9
12.42,0.000,0,19.4,0.000,7.2
1.71,1.000,0,23.2,0.000,1.5
7.41,1.000,0,18.2,0.000,6
4.54,0.000,4.8,15.8,0.000,2.5
6.21,0.000,0.7,14.7,0.000,8
10.34,0.000,0.2,12.7,0.000,1.1
12.67,0.000,0.1,15.5,0.000,2.5
9.33,0.000,0,14.6,0.000,4
9.42,0.000,0,14.5,0.000,3.5
10.79,1.000,0,17.5,0.000,5
14,0.000,0.1,19.5,0.000,11
9.67,0.000,1.2,17.5,0.000,9.2
9.17,0.250,1.5,18.3,0.000,7.5
12.42,0.000,3.3,17.9,0.000,10.1
11.92,0.000,1.8,16.8,0.000,13
13.7,0.000,0.1,13,0.000,8.3
12.38,0.000,0,15.5,0.000,9.2
11.79,0.000,0.3,18.1,0.000,5
11.92,0.000,0.8,20.2,0.000,4
11.67,0.000,1.3,15.5,0.000,10.5
4.42,0.000,3.2,17.9,0.000,9.8
3.88,0.000,3.8,15.7,0.000,14
2.83,0.000,0.1,17.8,0.000,6.9
1.63,0.000,0,20,0.000,4.5
0.83,0.000,0,20.5,0.000,4.5
3.17,0.000,0,22.3,0.000,6.9
2.79,0.000,0,17.5,0.000,5.9
2.33,0.000,0,17,0.000,7
1.83,0.000,0,15.5,0.000,5
7.17,0.000,0.8,19.5,0.000,6.4
11.87,0.000,0.1,16,0.000,7.2
7.58,0.000,0,16.9,0.000,6.5
